BOOK,CHAPTER,SECTION,AGENT.EXPONENCE,AGENT.PP,ASPECT,AGENT.NOMINALITY,SUBJECT.ANIMACY,PARTICIPLE,AGENT.STATUS,PERFECTIVE,LEMMA
8,60B,1,DAT,NA,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ὑπέκκειμαι
8,62,2,PP,HYPO,PERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,PERFECTIVE,κτίζω
8,65,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,κείρω
8,75,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἡσσάομαι
8,79,1,PP,HYPO,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐξοστρακίζω
8,80,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ποιέω
8,86,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,διαφθείρω
8,96,2,DAT,NA,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
8,96,2,DAT,NA,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
8,96,2,DAT,NA,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
8,98,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐξευρίσκω
8,100,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,βουλεύω
8,100,4,PP,EN,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,δηλέομαι
8,100,5,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,δοκέω
8,105,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,αἱρέω
8,105,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,πωλέω
8,105,2,PP,PARA,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,τιμάω
8,110,2,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἀναγιγνώσκω
8,111,2,PP,PROS,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,αἰτέω
8,113,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ποιέω
8,114,1,PP,EKS,IMPERFECTIVE,PRONOUN,INANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,δίδωμι
8,115,4,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἁρπάζω
8,119,1,PP,EKS,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,λέγω
8,119,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,λέγω
8,124,2,PP,PROS,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,τιμάω
8,125,2,PP,PROS,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,τιμάω
8,127,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐξανίστημι
8,135,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
8,135,3,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
8,136,1,PP,EKS,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,δίδωμι
8,138,3,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
8,140A,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀποπέμπω
8,141,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐκπίπτω
8,141,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐκπίπτω
8,144,4,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἐκπληρόω
9,7A,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀδικέω
9,7A,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καταπροδίδωμι
9,8,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,τειχίζω
9,11,1,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἀδικέω
9,16,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,καλέω
9,17,4,PP,HYPO,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,διαβάλλω
9,26,7,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἀγωνίζομαι
9,26,7,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,κατεργάζομαι
9,26,7,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,κατεργάζομαι
9,27,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,κατεργάζομαι
9,27,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐξελαύνω
9,27,5,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἀποδείκνυμι
9,31,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀντιτάσσω
9,32,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,τάσσω
9,33,1,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,τάσσω
9,37,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,φυλάσσω
9,37,4,PP,HYPO,PERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,PERFECTIVE,αἱρέω
9,38,1,DAT,NA,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,μισθόω
9,43,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ποιέω
9,45,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,δοκέω
9,48,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
9,50,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ταράσσω
9,50,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀποκλείω
9,52,1,DAT,NA,IMPERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,σύγκειμαι
9,60,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,προδίδωμι
9,60,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,προδίδωμι
9,64,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀποθνήσκω
9,65,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,τρέπω
9,66,1,PP,APO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λείπω
9,66,1,PP,EKS,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ποιέω
9,72,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἀποδείκνυμι
9,75,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐξεργάζομαι
9,75,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀποθνήσκω
9,76,1,DAT,NA,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καταστορέννυμι
9,78,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἐργάζομαι
9,81,2,PP,PROS,IMPERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,λέγω
9,84,1,PP,HYPO,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἀφανίζω
9,85,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,διαφθείρω
9,87,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,δοκέω
9,89,4,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,κατακόπτω
9,90,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,πέμπω
9,100,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,παρασκευάζω
9,101,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,λέγω
9,104,1,PP,EK,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,προστάσσω
9,108,1,DAT,NA,PERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,κατεργάζομαι
9,109,3,DAT,NA,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,ἐφευρίσκω
9,111,5,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NA,πράσσω
9,116,3,PP,NA,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,πολιορκέω
9,120,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NA,λέγω
9,122,4,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NA,ἡσσάομαι
